OPUS    CLASS    U_D_ASV    LOC_PLAN    HEADING    U_D    DCPA    SIZE    PRIOR    D_DETEC    GROUP
1    CF   5.0    False    179    5    0    8.0    none    500    1
2    CF   5.0    False    179    5    0    8.0    none    250    1
3    CF   5.0    False    179    5    0    8.0    none    100    1
4    CF   5.0    False    179    5    0    8.0    none    50    1
5    CF   5.0    False    179    5    0    8.0    none    250    2
6    CF   5.0    False    179    5    5    8.0    none    250    2
7    CF   5.0    False    179    5    10    8.0    none    250    2
8    CF   5.0    False    179    5    -5    8.0    none    250    2
9    CF   5.0    False    179    5    -10    8.0    none    250    2
10    CF   5.0    False    179    5    -20    8.0    none    250    2
11    CL   5.0    False    225    5    0    8.0    none    500    3
12    CL   5.0    False    225    5    0    8.0    none    250    3
13    CL   5.0    False    225    5    0    8.0    none    100    3
14    CL   5.0    False    225    5    0    8.0    none    50    3
15    CL   5.0    False    225    5    0    8.0    none    250    4
16    CL   5.0    False    225    5    5    8.0    none    250    4
17    CL   5.0    False    225    5    10    8.0    none    250    4
18    CL   5.0    False    225    5    -5    8.0    none    250    4
19    CL   5.0    False    225    5    -10    8.0    none    250    4
20    CL   5.0    False    225    5    -20    8.0    none    250    4
21    CF   5.0    True    179    5    0    8.0    none    500    1
22    CF   5.0    True    179    5    0    8.0    none    250    1
23    CF   5.0    True    179    5    0    8.0    none    100    1
24    CF   5.0    True    179    5    0    8.0    none    50    1
25    CF   5.0    True    179    5    0    8.0    none    250    2
26    CF   5.0    True    179    5    5    8.0    none    250    2
27    CF   5.0    True    179    5    10    8.0    none    250    2
28    CF   5.0    True    179    5    -5    8.0    none    250    2
29    CF   5.0    True    179    5    -10    8.0    none    250    2
30    CF   5.0    True    179    5    -20    8.0    none    250    2
31    CL   5.0    True    225    5    0    8.0    none    500    3
32    CL   5.0    True    225    5    0    8.0    none    250    3
33    CL   5.0    True    225    5    0    8.0    none    150    3
34    CL   5.0    True    225    5    0    8.0    none    100    3
35    CL   5.0    True    225    5    0    8.0    none    50    3
36    CL   5.0    True    225    5    0    8.0    none    250    4
37    CL   5.0    True    225    5    5    8.0    none    250    4
38    CL   5.0    True    225    5    10    8.0    none    250    4
39    CL   5.0    True    225    5    -5    8.0    none    250    4
40    CL   5.0    True    225    5    -10    8.0    none    250    4
41    CL   5.0    True    225    5    -20    8.0    none    250    4
42    WITNESS   5.0    False    225    5    50    8.0    none    250    5
43    WITNESS   5.0    False    225    5    100    8.0    none    250    5
44    WITNESS   5.0    False    225    5    -50    8.0    none    250    5
45    WITNESS   5.0    False    225    5    -100    8.0    none    250    5
