OPUS    CLASS    U_D_ASV    LOC_PLAN    HEADING    U_D    DCPA    SIZE    PRIOR    D_DETEC    GROUP
374    OVERTAKEN   4.115552    True    0    7.71666    10    8.0    None    100    2
375    OVERTAKEN   4.115552    True    0    7.71666    20    8.0    None    50    2
376    OVERTAKEN   4.115552    True    0    7.71666    20    8.0    None    100    2
377    OVERTAKEN   4.115552    True    0    7.71666    50    8.0    None    100    2
378    OVERTAKEN   4.115552    True    0    7.71666    80    8.0    None    100    2
379    OVERTAKEN   5.14444    True    0    7.71666    -80    8.0    None    100    2
380    OVERTAKEN   5.14444    True    0    7.71666    -50    8.0    None    100    2
381    OVERTAKEN   5.14444    True    0    7.71666    -20    8.0    None    50    2
382    OVERTAKEN   5.14444    True    0    7.71666    -20    8.0    None    100    2
383    OVERTAKEN   5.14444    True    0    7.71666    -10    8.0    None    50    2
384    OVERTAKEN   5.14444    True    0    7.71666    -10    8.0    None    100    2
385    OVERTAKEN   5.14444    True    0    7.71666    0    8.0    None    50    2
386    OVERTAKEN   5.14444    True    0    7.71666    0    8.0    None    100    2
387    OVERTAKEN   5.14444    True    0    7.71666    10    8.0    None    50    2
388    OVERTAKEN   5.14444    True    0    7.71666    10    8.0    None    100    2
389    OVERTAKEN   5.14444    True    0    7.71666    20    8.0    None    50    2
390    OVERTAKEN   5.14444    True    0    7.71666    20    8.0    None    100    2
391    OVERTAKEN   5.14444    True    0    7.71666    50    8.0    None    100    2
392    OVERTAKEN   5.14444    True    0    7.71666    80    8.0    None    100    2
393    OVERTAKING   10.28888    True    0    7.71666    -80    8.0    None    100    1
394    OVERTAKING   10.28888    True    0    7.71666    -50    8.0    None    100    1
395    OVERTAKING   10.28888    True    0    7.71666    -20    8.0    None    50    1
396    OVERTAKING   10.28888    True    0    7.71666    -20    8.0    None    100    1
397    OVERTAKING   10.28888    True    0    7.71666    -10    8.0    None    50    1
398    OVERTAKING   10.28888    True    0    7.71666    -10    8.0    None    100    1
399    OVERTAKING   10.28888    True    0    7.71666    0    8.0    None    50    1
400    OVERTAKING   10.28888    True    0    7.71666    0    8.0    None    100    1
401    OVERTAKING   10.28888    True    0    7.71666    10    8.0    None    50    1
402    OVERTAKING   10.28888    True    0    7.71666    10    8.0    None    100    1
403    OVERTAKING   10.28888    True    0    7.71666    20    8.0    None    50    1
404    OVERTAKING   10.28888    True    0    7.71666    20    8.0    None    100    1
405    OVERTAKING   10.28888    True    0    7.71666    50    8.0    None    100    1
406    OVERTAKING   10.28888    True    0    7.71666    80    8.0    None    100    1
407    OVERTAKING   12.8611    True    0    7.71666    -80    8.0    None    100    1
408    OVERTAKING   12.8611    True    0    7.71666    -50    8.0    None    100    1
409    OVERTAKING   12.8611    True    0    7.71666    -20    8.0    None    50    1
