OPUS    CLASS    U_D_ASV    LOC_PLAN    HEADING    U_D    DCPA    SIZE    PRIOR    D_DETEC    GROUP
9178    HEAD_ON   10.28888    True    160    4.115552    50    8.0    None    500    4
9179    HEAD_ON   10.28888    True    160    4.115552    80    8.0    None    200    4
9180    HEAD_ON   10.28888    True    160    4.115552    80    8.0    None    500    4
9181    HEAD_ON   12.8611    True    160    4.115552    -80    8.0    None    200    4
9182    HEAD_ON   12.8611    True    160    4.115552    -80    8.0    None    500    4
9183    HEAD_ON   12.8611    True    160    4.115552    -50    8.0    None    200    4
9184    HEAD_ON   12.8611    True    160    4.115552    -50    8.0    None    500    4
9185    HEAD_ON   12.8611    True    160    4.115552    -20    8.0    None    200    4
9186    HEAD_ON   12.8611    True    160    4.115552    -20    8.0    None    500    4
9187    HEAD_ON   12.8611    True    160    4.115552    -10    8.0    None    200    4
9188    HEAD_ON   12.8611    True    160    4.115552    -10    8.0    None    500    4
9189    HEAD_ON   12.8611    True    160    4.115552    0    8.0    None    200    4
9190    HEAD_ON   12.8611    True    160    4.115552    0    8.0    None    500    4
9191    HEAD_ON   12.8611    True    160    4.115552    10    8.0    None    200    4
9192    HEAD_ON   12.8611    True    160    4.115552    10    8.0    None    500    4
9193    HEAD_ON   12.8611    True    160    4.115552    20    8.0    None    200    4
9194    HEAD_ON   12.8611    True    160    4.115552    20    8.0    None    500    4
9195    HEAD_ON   12.8611    True    160    4.115552    50    8.0    None    200    4
9196    HEAD_ON   12.8611    True    160    4.115552    50    8.0    None    500    4
9197    HEAD_ON   12.8611    True    160    4.115552    80    8.0    None    200    4
9198    HEAD_ON   12.8611    True    160    4.115552    80    8.0    None    500    4
9199    HEAD_ON   15.43332    True    160    4.115552    -80    8.0    None    200    4
9200    HEAD_ON   15.43332    True    160    4.115552    -80    8.0    None    500    4
9201    HEAD_ON   15.43332    True    160    4.115552    -50    8.0    None    200    4
9202    HEAD_ON   15.43332    True    160    4.115552    -50    8.0    None    500    4
9203    HEAD_ON   15.43332    True    160    4.115552    -20    8.0    None    200    4
9204    HEAD_ON   15.43332    True    160    4.115552    -20    8.0    None    500    4
9205    HEAD_ON   15.43332    True    160    4.115552    -10    8.0    None    200    4
